mechanism_tag,mechanism,alpha,seed,update,update_u,update_counter,energy_E_pre,energy_E_post,funding_z,funding_g,funding_g_raw,funding_cut_active,funding_income,funding_alpha_eff,episode_return_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,vartd_VarTD,depr_F,depr_F_post,env_steps
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,0,1.0,1,1.0,0.40082777,1.0820855,0.082777925,0.082777925,1.0,0.00082777924,0.01,-27.605452,2.3806355,0.7935452,0.11,0.0,0.15982054,0.0,0.0,3200
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,1,0.0,1,0.40082777,0.4017664,1.0275104,0.09386196,0.09386196,1.0,0.0009386196,0.01,-27.512161,2.260568,0.75352263,0.17600001,0.0,0.16420598,0.0,0.0,6400
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,2,0.0,1,0.4017664,0.4027396,1.0117905,0.097321644,0.097321644,1.0,0.00097321643,0.01,-26.828037,2.2259836,0.74199456,0.17600001,0.0,0.14578708,0.0,0.0,9600
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,3,0.0,1,0.4027396,0.40371227,1.0120441,0.09726484,0.09726484,1.0,0.0009726484,0.01,-26.771875,2.2265415,0.7421805,0.16800001,0.0,0.15549259,0.0,0.0,12800
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,4,0.0,1,0.40371227,0.4045703,1.0664916,0.08580416,0.08580416,1.0,0.0008580416,0.01,-27.259026,2.3463285,0.7821095,0.136,0.0,0.16018406,0.0,0.0,16000
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,5,0.0,1,0.4045703,0.4045703,1.1097598,0.0,0.07766765,0.0,0.0,0.01,-28.411482,2.4415202,0.8138401,0.096,0.0,0.18801689,0.0,0.0,19200
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,6,0.0,1,0.4045703,0.40540656,1.077657,0.08362632,0.08362632,1.0,0.0008362632,0.01,-27.629124,2.3708928,0.7902976,0.128,0.0,0.15429173,0.0,0.0,22400
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,7,0.0,1,0.40540656,0.4062316,1.08352,0.08250494,0.08250494,1.0,0.0008250494,0.01,-27.47306,2.3837917,0.79459727,0.120000005,0.0,0.13392264,0.0,0.0,25600
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,8,0.0,1,0.4062316,0.4071889,1.0189674,0.095726594,0.095726594,1.0,0.0009572659,0.01,-27.194399,2.2417731,0.7472577,0.16800001,0.0,0.15093914,0.0,0.0,28800
hardzero_only__c0p60__z1p10__lam0p000__nu0p50__psi0p00,hardzero_only,0.01,38,9,0.0,1,0.4071889,0.40812227,1.0299357,0.09333926,0.09333926,1.0,0.00093339256,0.01,-27.1067,2.265904,0.75530136,0.14400001,0.0,0.14773187,0.0,0.0,32000
