mechanism_tag,mechanism,alpha,seed,update,update_u,update_counter,energy_E_pre,energy_E_post,funding_z,funding_g,funding_g_raw,funding_cut_active,funding_income,funding_alpha_eff,episode_return_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,vartd_VarTD,depr_F,depr_F_post,env_steps
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,0,1.0,1,1.0,0.4309844,1.0384048,0.09153668,0.09153668,1.0,0.010984401,0.12,-27.009108,2.2845361,0.76151204,0.14,0.0,0.1360506,0.0,0.0,3200
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,1,0.0,1,0.4309844,0.44262964,1.0130329,0.097043626,0.097043626,1.0,0.011645235,0.12,-27.20836,2.2287169,0.7429056,0.18400002,0.0,0.14540449,0.0,0.02,6400
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,2,0.0,1,0.44262964,0.4536611,1.0256903,0.094256155,0.094256155,1.0,0.011031475,0.117037185,-27.97767,2.2565637,0.7521879,0.17600001,0.0,0.1601904,0.02,0.04,9600
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,3,0.0,1,0.4536611,0.46458486,1.0190952,0.09569844,0.09569844,1.0,0.01092374,0.11414753,-27.111416,2.2420542,0.7473514,0.14400001,0.0,0.13702832,0.04,0.06,12800
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,4,0.0,1,0.46458486,0.47491616,1.0324534,0.092799686,0.092799686,1.0,0.010331318,0.11132923,-26.730387,2.271443,0.75714767,0.104,0.0,0.14613195,0.06,0.08,16000
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,5,0.0,1,0.47491616,0.48491362,1.035862,0.09207421,0.09207421,1.0,0.009997464,0.1085805,-27.58127,2.2789419,0.7596473,0.192,0.0,0.16662627,0.08,0.099999994,19200
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,6,0.0,1,0.48491362,0.49467158,1.0355352,0.09214351,0.09214351,1.0,0.009757963,0.105899625,-27.202803,2.278223,0.7594077,0.16000001,0.0,0.15380596,0.099999994,0.11999999,22400
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,7,0.0,1,0.49467158,0.50409836,1.0396727,0.09126983,0.09126983,1.0,0.0094268,0.10328495,-26.882572,2.2873256,0.7624419,0.18400002,0.0,0.15167265,0.11999999,0.13999999,25600
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,8,0.0,1,0.50409836,0.5126762,1.069803,0.085152425,0.085152425,1.0,0.008577816,0.100734845,-26.897873,2.3536136,0.7845379,0.136,0.0,0.16542348,0.13999999,0.15999998,28800
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,9,0.0,1,0.5126762,0.5223307,1.007592,0.09826708,0.09826708,1.0,0.009654514,0.09824769,-26.411423,2.2167466,0.73891556,0.16000001,0.0,0.15798897,0.15999998,0.17999998,32000
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,10,0.0,1,0.5223307,0.53077644,1.0548267,0.088140056,0.088140056,1.0,0.008445753,0.095821954,-27.555937,2.3206651,0.77355504,0.128,0.0,0.15782511,0.17999998,0.19999997,35200
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,11,0.0,1,0.53077644,0.53945893,1.0319643,0.09290427,0.09290427,1.0,0.00868247,0.09345609,-26.70791,2.270367,0.75678897,0.14400001,0.0,0.16121104,0.19999997,0.21999997,38400
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,12,0.0,1,0.53945893,0.5477137,1.0430465,0.090563565,0.090563565,1.0,0.008254747,0.09114865,-27.72838,2.294748,0.76491606,0.16000001,0.0,0.16626732,0.21999997,0.23999996,41600
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,13,0.0,1,0.5477137,0.55707186,0.97770095,0.10526863,0.10526863,1.0,0.00935819,0.08889818,-26.326015,2.150985,0.716995,0.099999994,0.0,0.15204346,0.23999996,0.25999996,44800
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,14,0.0,1,0.55707186,0.56470543,1.0553068,0.08804266,0.08804266,1.0,0.007633588,0.086703286,-28.568493,2.3217213,0.7739071,0.104,0.0,0.15134194,0.25999996,0.27999997,48000
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,15,0.0,1,0.56470543,0.573871,0.965017,0.10838845,0.10838845,1.0,0.009165607,0.08456258,-26.04179,2.1230798,0.7076933,0.208,0.0,0.14232512,0.27999997,0.29999998,51200
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,16,0.0,1,0.573871,0.58131236,1.0446703,0.09022556,0.09022556,1.0,0.0074413274,0.082474716,-27.539032,2.2983208,0.76610696,0.14400001,0.0,0.16771589,0.29999998,0.32,54400
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,17,1.0,2,0.58131236,0.008918034,1.0243266,0.09455258,0.09455258,1.0,0.0076056593,0.08043841,-26.906958,2.2535634,0.7511878,0.17600001,0.0,0.1491034,0.32,0.16,57600
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,18,0.0,2,0.008918034,0.017634213,1.0519962,0.08871637,0.08871637,1.0,0.008716179,0.09824769,-27.674025,2.3144379,0.7714793,0.112,0.0,0.14100815,0.16,0.17999999,60800
hardzero_plus_depr__c0p58__z1p10__lam0p020__nu0p50__psi1p25,hardzero_plus_depr,0.12,40,19,0.0,2,0.017634213,0.026642155,1.0268394,0.09400708,0.09400708,1.0,0.009007942,0.09582195,-26.362698,2.2590919,0.75303066,0.120000005,0.0,0.12667929,0.17999999,0.19999999,64000
