mechanism_tag,alpha,family,seed,update,update_u,update_counter,energy_E_pre,energy_E_post,energy_E_raw,funding_z,funding_g,funding_g_raw,funding_cut_active,funding_income,funding_alpha_eff,support_s,debt_charge,debt_level_pre,debt_level_post,episode_return_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,vartd_VarTD,depr_F,depr_F_post
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,0,1.0,1,1.0,0.4248,0.4248,1.0750173,0.0,0.08413616,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.862705,2.3650854,0.7883618,0.16,0.0,0.13813628,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,1,0.0,1,0.4248,0.4296,0.4296,1.0383499,0.0,0.091548264,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.47996,2.2844152,0.76147175,0.120000005,0.0,0.1479145,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,2,0.0,1,0.4296,0.4344,0.4344,1.1137079,0.0,0.07696478,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-28.397125,2.4502063,0.81673545,0.112,0.0,0.20101668,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,3,0.0,1,0.4344,0.43919998,0.43919998,1.0358211,0.0,0.09208288,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.555174,2.278852,0.7596173,0.112,0.0,0.17420982,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,4,0.0,1,0.43919998,0.44399998,0.44399998,1.1202445,0.0,0.07581507,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-28.973904,2.4645872,0.8215291,0.112,0.0,0.16229098,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,5,0.0,1,0.44399998,0.44879997,0.44879997,1.0391663,0.0,0.09137633,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.75104,2.2862115,0.76207054,0.14400001,0.0,0.15836409,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,6,0.0,1,0.44879997,0.45359996,0.45359996,1.0738661,0.0,0.084359474,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.881058,2.3625526,0.78751755,0.17600001,0.0,0.1682328,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,7,0.0,1,0.45359996,0.45839995,0.45839995,1.0703629,0.0,0.0850427,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-28.000082,2.3548455,0.7849485,0.14400001,0.0,0.16595183,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,8,0.0,1,0.45839995,0.46319994,0.46319994,1.0309716,0.0,0.093116865,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.392563,2.268183,0.756061,0.128,0.0,0.15734053,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,9,0.0,1,0.46319994,0.46799994,0.46799994,1.0889696,0.0,0.08147614,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-28.535433,2.395781,0.7985937,0.120000005,0.0,0.16492502,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,10,0.0,1,0.46799994,0.481005,0.481005,0.9432497,0.11395944,0.11395944,1.0,0.01300508,0.072,0.0048,0.0,0.0,0.0,-25.936928,2.0751908,0.69173026,0.192,0.0,0.12223646,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,11,0.0,1,0.481005,0.485805,0.485805,1.04186,0.0,0.09081132,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.985228,2.2921376,0.7640459,0.192,0.0,0.17427549,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,12,0.0,1,0.485805,0.490605,0.490605,1.0194128,0.0,0.095628485,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.367311,2.2427528,0.7475843,0.208,0.0,0.18707192,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,13,0.0,1,0.490605,0.495405,0.495405,1.0533626,0.0,0.08843769,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.59672,2.317444,0.7724814,0.13,0.0,0.15763474,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,14,0.0,1,0.495405,0.5074831,0.5074831,0.99531156,0.1010854,0.1010854,1.0,0.012078149,0.072,0.0048,0.0,0.0,0.0,-26.742264,2.1897292,0.7299098,0.112,0.0,0.14025426,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,15,0.0,1,0.5074831,0.51228315,0.51228315,1.0690889,0.0,0.08529254,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-28.021444,2.3520427,0.7840142,0.14400001,0.0,0.15656753,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,16,0.0,1,0.51228315,0.51708317,0.51708317,1.0469536,0.0,0.08975248,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.291317,2.3033438,0.76778126,0.16800001,0.0,0.17413464,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,17,0.0,1,0.51708317,0.5218832,0.5218832,1.041283,0.0,0.09093204,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.603254,2.2908683,0.76362276,0.096,0.0,0.14666061,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,18,0.0,1,0.5218832,0.5266832,0.5266832,1.0217723,0.0,0.095110334,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.353075,2.2479439,0.74931467,0.17600001,0.0,0.19058879,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,19,0.0,1,0.5266832,0.53148323,0.53148323,1.0235887,0.0,0.094713375,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.373102,2.25194,0.7506467,0.128,0.0,0.14003086,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,20,0.0,1,0.53148323,0.53628325,0.53628325,1.0410377,0.0,0.090983436,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.446903,2.2903285,0.7634429,0.16800001,0.0,0.16256131,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,21,0.0,1,0.53628325,0.5410833,0.5410833,1.0523728,0.0,0.088639475,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-26.803913,2.3152664,0.77175546,0.15200001,0.0,0.16738614,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,22,0.0,1,0.5410833,0.5458833,0.5458833,1.0265019,0.0,0.09408018,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.098791,2.2583492,0.75278306,0.16000001,0.0,0.15205814,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,23,0.0,1,0.5458833,0.5506833,0.5506833,1.0800942,0.0,0.08315834,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-29.362396,2.3762548,0.79208493,0.18400002,0.0,0.19828907,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,24,0.0,1,0.5506833,0.5628712,0.5628712,0.9888109,0.10260985,0.10260985,1.0,0.012187909,0.072,0.0048,0.0,0.0,0.0,-26.130201,2.1754274,0.7251425,0.216,0.008,0.15253486,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,25,0.0,1,0.5628712,0.5754249,0.5754249,0.9678237,0.10769024,0.10769024,1.0,0.012553697,0.072,0.0048,0.0,0.0,0.0,-26.122704,2.1292546,0.70975155,0.2,0.0,0.165199,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,26,0.0,1,0.5754249,0.58022493,0.58022493,1.0561626,0.0,0.08786934,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.310322,2.323604,0.7745347,0.14999999,0.0,0.14040181,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,27,1.0,2,0.58022493,0.005024948,0.005024948,1.0456672,0.0,0.09001871,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.249552,2.3005137,0.76683795,0.14400001,0.0,0.14640264,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,28,0.0,2,0.005024948,0.009824948,0.009824948,1.0346819,0.0,0.092324734,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.80141,2.2763457,0.7587819,0.17600001,0.0,0.1410901,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,29,0.0,2,0.009824948,0.014624949,0.014624949,1.0094575,0.0,0.09784587,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-26.508755,2.2208507,0.7402836,0.136,0.0,0.17194352,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,30,0.0,2,0.014624949,0.027639631,0.027639631,0.9427417,0.11409282,0.11409282,1.0,0.013014683,0.072,0.0048,0.0,0.0,0.0,-25.428043,2.074073,0.69135773,0.16800001,0.0,0.15575829,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,31,0.0,2,0.027639631,0.03243963,0.03243963,1.0352454,0.0,0.092205025,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.166512,2.2775855,0.7591952,0.17600001,0.0,0.14393504,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,32,0.0,2,0.03243963,0.03723963,0.03723963,1.019467,0.0,0.095616534,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-26.45021,2.2428722,0.7476241,0.15200001,0.0,0.16992655,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,33,0.0,2,0.03723963,0.04203963,0.04203963,1.0110333,0.0,0.09749148,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.35259,2.2243176,0.7414392,0.17600001,0.0,0.20169427,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,34,0.0,2,0.04203963,0.05432386,0.05432386,0.9831853,0.103947654,0.103947654,1.0,0.01228423,0.072,0.0048,0.0,0.0,0.0,-26.81629,2.163051,0.721017,0.192,0.0,0.13520296,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,35,0.0,2,0.05432386,0.06646455,0.06646455,0.99159557,0.101954035,0.101954035,1.0,0.01214069,0.072,0.0048,0.0,0.0,0.0,-27.36432,2.1815538,0.72718465,0.15200001,0.0,0.16319628,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,36,0.0,2,0.06646455,0.07126455,0.07126455,1.0746381,0.0,0.08420965,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.840094,2.3642511,0.78808373,0.16800001,0.0,0.15899694,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,37,0.0,2,0.07126455,0.07606455,0.07606455,1.0285237,0.0,0.09364322,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.574245,2.2627974,0.7542658,0.17600001,0.0,0.1636012,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,38,0.0,2,0.07606455,0.08845122,0.08845122,0.9772812,0.10537043,0.10537043,1.0,0.01238667,0.072,0.0048,0.0,0.0,0.0,-26.941513,2.1500616,0.7166872,0.208,0.0,0.13948117,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,39,0.0,2,0.08845122,0.09325122,0.09325122,1.0320201,0.0,0.092892334,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.108976,2.2704895,0.75682986,0.14,0.0,0.16018566,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,40,0.0,2,0.09325122,0.10543154,0.10543154,0.9892573,0.10250444,0.10250444,1.0,0.012180319,0.072,0.0048,0.0,0.0,0.0,-26.247269,2.1764095,0.7254698,0.224,0.0,0.14896992,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,41,0.0,2,0.10543154,0.11023154,0.11023154,1.0510174,0.0,0.08891654,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.273348,2.3122845,0.7707615,0.192,0.0,0.16962704,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,42,0.0,2,0.11023154,0.1224799,0.1224799,0.985272,0.103449404,0.103449404,1.0,0.012248357,0.072,0.0048,0.0,0.0,0.0,-26.46564,2.1676416,0.72254723,0.16000001,0.0,0.18191831,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,43,0.0,2,0.1224799,0.12727991,0.12727991,1.0660034,0.0,0.08590067,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-27.940147,2.3452544,0.7817515,0.128,0.0,0.17747155,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,44,0.0,2,0.12727991,0.13963287,0.13963287,0.9792155,0.10490216,0.10490216,1.0,0.0123529555,0.072,0.0048,0.0,0.0,0.0,-26.301895,2.1543171,0.71810573,0.208,0.0,0.15311015,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.072,support,32,45,0.0,2,0.13963287,0.14443287,0.14443287,1.0147853,0.0,0.09665284,0.0,0.0048,0.072,0.0048,0.0,0.0,0.0,-26.744648,2.2325723,0.7441908,0.16800001,0.0,0.15546511,0.0,0.0
